A,B,C,D,E,F,G,H,I,J,RESULT
0,0,0,1,7,0,0,1,1,43254,0
0,0,1,1,6,11300,0,2,1,1122,0
0,0,1,0,5,7000,0,1,1,166,0
0,0,1,0,6,0,0,3,1,91,0
0,0,1,1,7,7440,0,4,1,43254,1
0,0,0,1,7,0,0,2,1,43254,0
0,1,1,1,7,0,0,10,1,1070,0
0,1,0,0,7,14000,0,7,1,5,0
0,0,1,1,7,10850,0,14,1,19,0
0,0,1,0,7,0,0,4,1,43254,0
0,0,0,1,7,0,0,2,1,43254,0
0,0,1,0,7,0,0,5,1,19,0
0,0,0,1,3,7440,0,1,0,43254,0
0,0,1,0,7,12000,0,5,1,7,0
0,0,0,1,7,7000,0,3,1,1,0
0,1,0,1,3,0,0,4,1,43254,0
0,1,0,0,7,0,0,1,1,510,0
0,0,1,1,7,11500,0,28,1,29,0
0,0,1,0,7,6500,0,2,0,43254,0
0,0,0,1,7,0,0,6,1,56,0
0,0,0,1,7,0,0,27,1,43254,0
0,0,0,1,7,0,0,17,1,43254,0
0,0,1,1,6,9300,0,2,1,112,0
0,0,1,1,7,20000,0,18,1,2,0
0,0,0,1,2,15000,0,1,0,43254,0
0,0,1,1,7,0,0,3,1,51,0
0,0,0,1,3,0,0,1,1,43254,0
0,0,1,0,7,0,0,17,1,2011,0
0,0,0,1,3,0,0,1,1,43254,0
0,0,0,1,4,6200,0,1,1,43254,0
1,0,0,0,3,0,0,0,0,43254,0
0,0,0,1,7,12000,0,0,1,15,0
0,0,1,0,7,0,0,3,1,2274,0
0,0,0,1,7,0,0,1,1,1931,0
0,0,0,1,7,0,0,5,1,950,0
0,0,1,0,6,6510,0,1,1,72,0
0,0,0,1,7,5000,0,14,1,1961,0
0,0,1,1,3,0,0,3,1,43254,0
0,0,0,1,7,0,0,1,1,174,0
0,0,1,0,7,0,0,16,1,33,0
0,1,0,0,7,17500,0,10,1,15,0
0,0,0,1,7,5580,1,1,1,43254,0
0,0,1,0,7,14000,0,6,1,43254,0
0,0,0,1,2,5580,0,1,1,43254,0
0,0,1,0,7,0,0,5,1,3075,0
0,0,1,0,7,0,0,2,1,15,0
0,0,1,1,7,5580,0,15,1,22,0
0,1,1,0,7,5580,0,5,1,275,0
0,0,1,1,7,10000,0,26,1,0,0
0,0,0,1,3,0,0,3,0,43254,0
0,0,0,1,1,0,0,1,0,43254,0
0,0,0,1,7,5000,0,1,0,43254,0
0,1,0,1,7,5208,0,2,1,43254,0
0,0,0,1,1,0,0,1,1,43254,0
0,0,1,0,7,13500,0,7,1,65,0
0,0,1,0,7,9000,0,10,1,187,0
0,1,0,1,7,0,0,9,1,43254,0
0,0,1,1,7,10000,0,14,1,1,0
1,0,0,0,3,0,0,0,1,43254,0
0,0,1,1,7,0,0,4,1,43254,0
0,1,1,1,7,0,0,10,1,19,0
0,0,0,1,7,0,0,7,1,72,0
0,0,0,1,7,0,0,3,1,43254,0
0,0,0,1,7,11000,0,3,1,58,0
0,1,0,1,7,0,0,12,1,2,0
0,0,0,1,3,0,0,1,1,43254,1
0,0,0,1,7,6500,0,12,1,7,0
0,1,0,1,7,0,0,1,1,43254,0
0,0,0,1,7,5000,0,4,1,43254,0
0,0,0,1,7,0,0,1,1,43254,0
0,1,0,1,7,7440,0,4,1,434,0
0,0,1,0,7,7800,0,4,1,1063,0
0,0,0,1,6,13000,0,1,1,383,0
1,0,0,0,3,0,0,0,0,43254,0
0,0,1,0,7,0,0,17,1,82,0
0,0,1,0,7,0,0,18,1,7,0
0,0,1,0,7,0,0,6,1,130,0
0,0,0,1,6,7800,0,1,1,65,0
0,1,1,1,7,8000,0,4,1,43254,0
0,1,0,1,7,30000,0,12,1,14,0
0,0,1,1,7,0,0,10,1,146,0
0,0,0,1,7,0,0,6,1,43254,0
1,0,0,0,3,0,0,0,0,43254,0
0,0,0,1,5,0,0,1,1,43254,0
0,0,1,1,4,0,0,3,1,43254,0
0,1,1,1,3,0,0,4,1,43254,0
0,0,0,1,6,0,0,5,1,638,0
0,0,0,1,7,0,0,14,1,93,0
0,1,1,1,7,14000,0,19,1,14,0
0,0,0,1,6,0,0,1,1,43254,0
0,0,1,0,7,11000,0,1,0,43254,0
1,0,0,0,1,0,0,0,0,43254,0
0,0,1,0,7,8500,0,5,1,12,0
0,1,0,0,7,9500,0,1,1,43254,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,1,0,7,0,0,5,1,43254,0
0,0,1,0,7,0,0,6,1,2045,0
0,0,1,0,1,5500,0,1,1,43254,0
0,0,1,1,3,0,0,5,1,43254,0
0,0,0,1,4,0,0,1,1,2511,0
0,0,1,1,7,0,0,1,0,43254,0
0,0,0,1,7,0,0,4,1,43254,0
0,0,0,1,3,0,0,1,1,43254,0
0,0,0,1,7,5022,0,15,1,44,0
0,0,0,1,7,9000,0,2,1,2366,0
0,0,1,1,7,0,0,3,1,478,0
0,0,0,1,7,0,0,5,1,174,0
0,0,0,1,7,0,0,1,1,43254,0
0,0,1,0,3,0,0,1,1,43254,0
0,0,0,1,7,5000,0,2,1,8,0
0,1,1,0,7,14000,0,5,1,968,0
0,0,0,1,3,0,0,3,0,43254,0
0,0,1,0,7,0,0,7,1,43254,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,1,0,7,6500,0,2,1,43254,0
0,0,0,1,7,15000,0,3,1,43254,0
0,0,0,1,7,0,0,2,1,43254,0
0,0,1,0,7,24000,0,3,1,15,0
0,0,0,1,1,8500,0,0,1,43254,0
0,0,0,1,7,0,0,4,1,43254,0
0,1,0,0,3,16000,0,1,1,43254,1
0,0,1,0,7,7500,0,1,1,491,0
0,1,1,1,7,0,0,4,1,200,0
0,0,1,1,7,0,0,10,1,1479,0
0,0,0,1,3,0,0,2,0,43254,0
0,0,0,1,1,0,0,1,1,1401,0
0,0,1,0,7,0,0,3,1,306,0
0,0,0,1,3,5000,0,13,1,1,0
0,0,1,0,7,18000,0,13,1,29,0
0,0,1,1,7,5000,0,3,1,104,0
0,1,1,0,3,0,0,1,0,43254,0
0,0,0,1,7,0,0,1,1,448,1
0,1,0,1,7,10000,0,0,1,2,0
0,0,1,0,7,9000,0,4,1,62,0
0,1,0,0,3,0,0,4,1,43254,0
0,0,0,1,3,0,0,4,1,0,0
0,1,1,1,7,0,0,45,1,43254,1
0,0,1,0,7,0,0,2,1,43254,0
0,1,1,1,7,0,0,9,1,35,0
0,0,1,1,7,0,0,9,1,50,0
0,0,1,1,7,0,0,5,1,0,0
0,0,0,1,6,7440,0,1,0,43254,0
1,1,1,1,7,0,1,10,1,43254,0
0,0,1,1,6,0,0,2,1,43254,0
0,0,0,1,7,0,0,5,1,966,0
0,1,0,1,7,30000,0,1,1,84,0
0,0,1,1,7,6000,0,6,1,226,0
0,0,0,1,7,20000,0,44,1,19,0
0,0,1,1,7,0,0,15,1,97,0
0,0,0,1,7,0,0,1,1,43254,0
1,0,1,1,7,12000,0,9,1,43254,0
1,1,0,1,7,0,0,10,1,43254,0
0,0,1,1,2,10000,0,2,1,43254,0
0,0,0,1,7,6000,0,1,1,43254,0
0,0,0,1,6,0,0,1,0,43254,0
0,1,1,1,7,7500,0,14,1,12,0
0,1,0,0,7,0,0,6,1,49,0
1,0,0,0,7,0,0,0,1,1072,0
0,0,0,1,6,20000,0,1,1,82,0
0,0,1,0,7,13500,0,58,1,13,0
0,0,0,1,7,0,0,3,0,43254,0
0,0,1,1,3,0,0,3,1,43254,0
0,0,0,1,6,5580,0,4,1,43254,0
0,0,0,1,2,0,0,1,1,288,0
0,0,0,1,2,0,0,1,1,43254,0
0,0,0,1,7,0,0,8,1,380,0
0,0,1,1,7,24000,0,43,1,8,0
0,0,0,1,7,20000,0,20,1,6,0
1,0,0,1,7,6000,0,6,1,8,0
0,0,0,1,3,0,0,1,0,43254,0
0,1,0,0,7,8000,0,3,1,681,0
0,0,1,1,7,7000,0,2,1,43254,0
0,0,1,0,7,9500,0,2,1,14,0
0,0,0,1,7,0,0,10,1,98,0
0,0,1,1,7,0,1,2,1,1638,0
0,0,1,0,7,0,0,3,1,43254,0
0,0,0,1,7,0,0,4,1,23,0
0,0,1,1,7,0,0,12,1,36,0
0,0,1,0,7,9500,0,3,1,28,0
0,0,1,1,7,0,0,22,1,34,0
0,1,0,1,7,0,0,23,1,144,0
0,1,0,1,7,0,0,1,0,43254,0
0,0,1,0,7,0,0,9,1,65,0
0,0,0,1,7,0,0,9,1,86,0
0,0,1,1,7,0,0,11,1,8,0
0,0,0,1,7,0,0,8,1,43254,0
0,0,1,1,7,0,0,7,1,295,0
0,0,1,0,7,0,0,1,1,43254,0
0,0,1,0,1,0,0,1,1,43254,0
0,0,0,1,7,0,0,1,1,54,0
0,0,0,1,7,0,0,2,1,43254,0
0,0,1,1,7,30000,0,25,1,35,0
0,0,1,0,7,5000,0,3,1,328,0
1,0,0,0,7,0,0,0,1,469,0
0,0,0,1,4,6000,0,1,1,43254,0
0,0,1,0,7,0,0,6,1,23,0
0,0,1,1,7,0,0,2,1,43254,0
0,0,0,1,7,0,0,6,1,41,0
0,0,1,0,7,0,0,4,1,97,0
0,0,1,1,7,5000,0,38,1,28,0
0,0,1,0,7,5500,0,18,1,489,0
0,0,0,1,1,0,0,2,1,43254,0
0,1,1,1,7,17600,0,10,1,43254,0
1,0,0,1,1,0,0,1,1,1029,0
0,0,0,1,6,0,0,2,1,43254,0
0,0,0,1,3,0,0,2,1,43254,0
0,0,0,1,7,0,0,1,1,636,0
0,0,1,1,7,8000,0,6,1,41,0
0,0,0,1,7,0,0,8,1,13,0
0,0,1,0,6,13000,0,1,1,175,0
0,0,0,1,7,15000,0,12,1,51,0
0,0,0,1,7,9300,0,2,1,6,0
0,1,1,1,7,0,0,28,1,34,0
0,0,0,1,2,0,0,1,1,43254,0
0,1,1,0,7,8000,0,6,1,43254,0
0,0,0,1,7,0,0,1,1,43254,0
0,1,0,1,7,0,0,9,1,252,0
0,0,1,0,4,0,0,3,0,43254,0
0,0,1,0,7,10000,0,9,1,43254,0
0,0,1,0,7,10000,0,7,1,12,0
0,0,1,0,7,0,0,1,1,303,0
0,0,0,1,1,0,0,2,1,43254,0
0,0,1,1,7,8400,0,7,1,0,0
0,0,1,1,7,12000,0,9,1,28,0
0,0,1,0,7,21000,0,6,1,884,1
0,0,0,1,7,0,0,6,1,40,0
0,0,0,1,7,0,0,2,1,43254,0
0,0,0,1,7,0,0,2,1,68,0
0,1,0,1,3,0,0,2,1,43254,0
0,0,1,0,7,7000,0,1,1,895,0
0,0,0,1,7,9500,0,1,1,43254,0
0,1,0,1,3,0,0,5,1,1,0
0,1,1,0,7,13000,0,10,1,78,0
0,0,0,1,7,0,0,1,1,195,0
0,0,0,1,3,0,0,1,1,43254,0
0,0,1,0,7,20000,0,10,1,23,0
0,0,0,1,7,7000,0,1,1,119,0
0,0,1,0,7,6000,0,14,1,19,0
0,0,1,1,7,30000,0,17,1,13,0
0,0,1,0,7,0,0,7,1,43254,0
0,0,1,0,7,0,0,6,1,1,0
0,1,0,1,7,0,0,10,1,1524,0
0,0,1,0,7,14300,0,7,1,40,0
0,1,0,1,7,0,0,4,1,12,0
0,0,1,0,7,11160,0,3,1,0,0
0,0,0,1,3,0,0,1,1,43254,1
0,1,0,0,4,0,0,1,1,43254,0
0,0,1,0,7,10500,0,2,1,109,0
0,1,0,1,7,0,0,4,1,5,0
0,0,0,1,7,0,0,1,1,77,0
0,0,0,1,1,0,0,2,1,666,0
0,0,1,0,7,20000,0,2,1,196,0
0,0,0,1,7,15000,0,12,1,21,0
0,1,0,0,7,0,0,1,1,43254,0
0,0,0,1,7,0,0,33,1,58,0
0,1,0,0,7,7000,0,3,1,6,0
1,0,0,1,6,0,0,0,1,2,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,0,1,7,6882,0,56,1,34,0
0,0,1,1,7,0,0,7,1,5,0
0,1,1,1,7,11000,0,11,1,43254,0
0,0,0,1,7,10000,0,2,1,43254,0
0,0,1,0,7,0,0,1,0,1442,0
0,0,1,0,7,0,0,5,1,43254,0
0,0,1,0,6,9000,0,2,1,1223,0
0,0,1,1,7,10000,0,13,1,23,0
0,0,1,0,7,0,0,8,1,83,0
0,0,0,1,2,0,0,1,1,688,0
0,0,1,0,7,0,0,4,1,58,0
0,0,1,0,6,7440,0,1,1,1072,0
0,0,1,1,7,0,0,7,1,310,0
0,0,0,1,4,0,0,1,0,43254,0
0,0,1,1,7,0,0,14,1,2,0
0,0,0,1,7,0,0,4,1,83,0
0,1,0,1,7,8000,0,3,1,169,0
0,0,1,1,7,0,0,5,1,72,0
0,1,1,1,7,0,1,12,1,43254,0
0,0,1,0,7,0,0,1,1,43254,0
0,0,0,1,7,0,0,5,1,43254,0
0,0,1,1,3,8500,0,5,1,43254,0
0,0,0,1,7,0,0,7,1,43254,0
0,0,1,0,7,0,0,23,1,20,0
0,0,0,1,7,0,0,1,1,174,0
0,0,0,1,7,0,0,7,1,107,0
1,0,0,1,1,0,0,3,1,43254,0
0,0,1,1,7,8500,0,10,1,1680,0
0,0,1,0,7,0,0,13,1,13,0
0,0,1,1,7,7000,0,15,1,5,0
0,0,0,1,7,8000,0,8,1,55,0
0,0,1,0,3,0,0,1,0,43254,0
0,1,0,0,7,11000,0,11,1,37,0
0,0,1,0,7,0,0,2,1,233,0
0,0,1,1,7,0,0,5,1,513,0
0,0,0,1,7,0,0,8,1,35,0
1,0,0,0,7,0,0,0,1,51,0
0,0,1,0,7,0,0,1,1,43254,0
0,0,1,1,7,9300,0,33,1,14,0
0,0,0,1,7,0,0,6,1,43254,0
0,0,1,0,7,10500,0,1,1,43254,0
0,0,0,1,3,0,0,3,1,43254,0
0,0,1,1,7,0,0,13,1,2380,0
0,0,0,1,4,0,0,1,1,43254,0
0,0,1,0,7,0,0,4,1,43254,0
0,1,1,1,7,10000,0,17,1,43254,0
0,1,0,1,7,0,0,4,1,40,0
0,0,1,0,7,0,0,9,1,43254,0
0,0,1,1,7,6000,0,4,1,13,0
0,1,0,1,6,11500,0,1,1,203,0
1,0,0,0,3,0,0,0,1,43254,1
0,0,0,1,7,0,0,23,1,43254,0
0,0,1,1,7,9000,0,19,1,198,0
0,0,1,1,7,6000,0,15,1,21,0
0,0,1,0,7,9000,0,14,1,8,0
0,0,0,1,7,0,0,1,1,998,0
0,0,0,1,5,6500,0,1,1,294,0
0,0,0,1,2,0,0,1,1,265,0
0,0,1,1,7,0,0,10,1,43254,0
0,0,0,1,4,6000,0,2,1,43254,0
0,0,0,1,4,6000,0,1,1,43254,0
0,0,1,1,7,12100,0,21,1,9,0
0,0,0,1,7,6200,0,2,1,2246,0
0,0,1,0,7,0,0,3,1,69,0
0,0,1,0,3,8000,0,3,1,1,0
1,1,1,1,7,5580,0,18,1,44,0
0,0,0,1,7,11000,0,35,1,34,0
0,1,1,1,7,6000,0,12,1,28,0
0,0,1,0,7,9500,0,30,1,21,0
0,0,1,0,7,18600,0,2,1,13,0
0,0,0,1,7,0,0,4,1,85,0
0,0,0,1,7,0,0,14,1,1779,0
0,0,1,0,7,0,0,4,1,43254,0
0,1,1,1,7,0,0,10,1,43254,0
0,1,0,1,7,0,0,19,1,0,0
0,0,1,1,7,0,0,12,1,71,0
0,0,1,1,7,7440,0,17,1,9,0
0,0,1,1,7,0,0,6,1,58,0
0,0,1,0,7,6000,0,6,1,7,0
0,0,1,1,7,0,0,11,1,14,0
0,1,1,1,7,0,0,42,1,181,0
0,0,1,0,7,0,0,1,1,1154,0
0,0,1,0,7,0,0,0,1,43254,0
0,0,1,0,7,0,0,4,1,1351,0
0,1,0,0,7,0,0,2,1,43254,0
0,0,0,1,7,8000,0,2,1,43254,0
0,0,1,0,7,14000,0,1,1,912,0
1,1,1,1,3,0,0,13,1,43254,0
0,0,0,1,7,0,0,2,1,43254,0
0,0,1,1,7,0,0,4,1,69,0
0,1,1,0,6,0,0,2,1,110,0
0,0,1,1,7,13500,0,4,1,1,0
0,0,0,1,7,19500,0,2,1,36,0
0,0,0,1,7,7000,0,42,1,19,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,1,0,7,0,0,8,1,40,0
0,0,0,1,7,9000,0,8,1,7,0
0,1,0,1,3,7500,0,0,0,43254,0
0,0,0,1,7,18000,0,14,1,43254,0
0,0,0,1,7,15000,0,2,1,50,0
0,0,1,0,7,5580,0,19,1,7,0
1,0,0,1,7,0,0,61,1,92,0
0,0,1,0,7,0,0,10,1,63,0
0,0,1,1,7,0,0,16,1,68,0
0,0,1,0,7,0,0,37,1,34,0
1,0,0,1,7,0,0,1,0,43254,0
0,0,1,0,7,12000,0,9,1,43254,0
0,0,1,1,7,0,0,5,1,43254,0
0,0,0,1,7,0,0,43,1,14,0
0,0,1,0,3,0,0,1,1,2007,0
0,0,0,1,7,0,0,11,1,646,0
0,0,0,1,6,0,0,1,1,82,0
1,0,0,0,7,6000,0,91,1,23,0
0,1,0,1,7,5580,0,4,1,43254,0
0,0,1,0,7,0,1,11,1,20,0
0,0,1,1,7,0,0,11,1,14,0
0,0,1,1,7,9000,0,22,1,2,0
0,0,1,0,7,0,0,4,1,34,0
0,0,0,1,7,0,0,3,1,43254,0
0,1,1,1,7,18000,0,31,1,34,0
0,0,1,0,7,0,0,2,1,43254,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,1,1,7,9300,0,2,1,49,0
0,0,1,0,7,0,0,4,1,58,1
0,0,0,1,7,0,0,3,1,26,0
0,0,1,0,7,8000,1,4,1,43254,0
0,0,1,0,7,0,0,7,1,43254,0
0,0,0,1,7,0,0,7,1,19,0
0,0,1,1,7,7500,0,21,1,30,0
0,0,1,0,7,0,0,19,1,41,0
0,0,0,1,7,0,0,1,1,469,0
1,0,0,0,7,0,0,0,1,43254,0
0,1,0,1,7,6000,0,5,1,43254,1
1,0,0,0,6,8700,0,0,1,57,0
0,0,0,1,6,0,0,1,1,223,0
0,0,1,0,7,0,0,27,1,33,0
0,0,0,1,1,0,0,5,1,43254,0
0,0,1,0,7,0,0,3,1,43254,0
0,0,0,1,7,8000,0,5,1,329,0
0,0,0,1,7,0,0,9,1,5,0
0,0,1,0,7,0,0,6,1,71,0
0,0,0,1,3,0,0,1,0,43254,0
0,1,1,1,7,0,0,4,1,43254,0
0,0,0,1,7,0,0,4,1,90,0
0,0,1,0,7,0,0,4,1,191,0
0,0,0,1,7,0,0,7,1,33,0
0,0,1,0,7,0,0,4,1,43254,0
0,1,1,1,7,0,0,5,1,533,0
0,0,0,1,7,0,0,3,1,43254,0
0,0,0,1,7,0,0,10,1,43254,0
0,0,0,1,7,0,0,2,1,41,0
0,0,0,1,6,13000,0,14,1,86,0
0,1,0,1,3,0,0,2,1,43254,0
0,0,0,1,7,0,0,2,1,140,0
0,0,1,0,7,0,0,3,0,43254,0
0,1,0,1,7,0,0,15,1,43254,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,1,0,1,0,0,1,1,43254,0
0,0,1,1,7,5580,0,183,1,93,0
0,0,1,1,7,0,0,3,1,43254,0
0,0,1,0,7,0,0,37,1,43254,0
0,1,1,1,7,0,0,27,1,43254,0
0,0,0,1,7,5952,0,2,1,43254,0
0,0,0,1,1,7000,0,8,1,2787,0
0,0,1,1,7,35000,0,17,1,22,0
0,0,1,0,7,7000,0,3,1,42,1
0,1,1,0,7,7660,0,20,1,34,1
0,0,0,1,7,13000,0,1,1,265,0
0,0,0,1,7,0,0,12,1,7,0
0,0,0,1,7,0,0,1,1,43254,0
0,0,0,1,7,0,0,2,1,43254,0
0,0,1,0,7,0,0,1,1,43254,0
0,1,0,1,7,6138,0,1,1,1364,0
0,1,1,0,3,0,0,5,1,43254,0
0,0,0,1,7,0,0,2,1,806,0
1,0,0,0,3,6200,0,0,1,43254,0
0,0,1,0,7,0,0,26,1,27,0
0,0,1,0,7,0,0,7,1,43254,0
0,0,0,1,2,5208,0,0,1,922,0
0,0,0,1,7,0,0,1,1,43254,0
0,0,0,1,7,14000,0,41,1,26,1
1,0,1,0,3,0,0,3,1,43254,0
0,0,1,1,7,0,0,9,1,27,0
0,0,0,1,4,0,0,3,1,43254,0
0,1,0,0,7,0,0,3,1,43254,0
1,0,0,1,6,0,0,1,1,43254,0
0,0,1,1,2,0,0,1,1,498,0
0,0,0,1,7,6000,0,2,1,43254,0
0,0,1,0,7,5300,0,21,1,8,0
0,0,0,1,3,0,0,1,1,43254,0
0,0,0,1,7,6600,0,2,1,41,0
0,0,1,0,6,0,0,1,1,43254,0
0,0,1,0,7,0,0,1,0,43254,0
0,0,0,1,7,10000,0,2,1,57,0
0,1,1,1,7,7000,0,75,1,33,0
0,1,0,0,7,0,0,6,1,49,0
0,1,1,0,7,0,0,7,1,140,0
0,0,1,0,7,0,0,16,1,19,0
0,1,1,1,7,0,0,7,1,582,0
0,0,1,0,7,14000,0,13,1,62,0
0,0,1,1,7,12000,0,16,1,23,0
0,0,1,1,7,0,1,7,1,9,1
0,0,1,1,1,11000,0,12,1,980,0
0,0,0,1,7,0,0,5,1,43254,0
0,0,1,0,7,0,0,9,1,631,0
0,0,0,1,3,0,0,2,1,43254,0
0,0,0,1,7,0,0,5,1,70,0
0,0,1,0,7,10000,0,2,1,2,0
0,0,0,1,7,9000,0,4,1,41,0
0,0,1,0,7,0,0,2,1,43254,0
0,0,1,0,7,0,0,5,1,41,0
0,0,1,1,7,9700,0,21,1,72,0
0,0,1,0,6,16000,0,1,1,40,0
0,0,1,1,7,0,0,11,1,72,0
0,1,0,1,7,6882,0,5,1,43254,0
0,0,0,1,1,0,0,1,1,43254,0
0,0,1,1,7,18500,1,2,1,1135,1
0,1,0,1,7,6700,0,2,1,296,0
0,1,0,1,7,5952,0,5,1,652,0
0,0,0,1,7,10000,0,2,1,21,0
0,0,0,1,7,0,0,4,1,43254,0
0,0,1,0,6,5000,0,6,1,85,0
0,0,0,1,1,0,0,0,1,43254,0
0,0,1,0,7,0,0,3,1,43254,0
0,0,1,0,6,0,0,1,1,43254,0
0,0,0,1,7,0,0,4,1,43254,0
0,1,0,1,7,0,0,5,1,43254,0
0,0,1,0,7,6000,0,8,1,145,0
0,0,0,1,1,0,0,2,1,43254,0
0,0,1,1,7,8500,0,53,1,40,0
0,0,1,0,7,0,0,5,1,27,0
0,0,0,1,7,0,0,2,1,43254,0
0,0,1,0,7,0,0,5,1,43254,0
0,0,1,0,7,8000,0,1,1,37,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,1,1,4,5000,0,2,1,198,0
0,1,0,1,7,0,0,13,1,82,0
0,0,1,1,3,0,1,3,1,0,0
0,0,0,1,7,10000,0,5,1,13,0
0,1,0,1,7,8000,0,15,1,113,0
0,0,1,0,7,5500,0,6,1,2,0
0,0,0,1,7,12000,0,3,1,615,0
0,0,1,0,3,0,0,1,1,43254,0
0,0,1,0,7,0,0,10,1,78,0
0,0,1,0,7,0,0,2,1,92,0
0,0,1,1,7,0,0,29,1,28,0
0,0,0,1,6,0,0,1,0,43254,0
0,1,1,0,7,0,0,8,1,1378,0
0,0,1,0,7,0,0,4,1,43254,0
0,0,0,1,7,0,0,3,1,721,0
0,0,0,1,7,0,0,4,1,34,0
0,0,0,1,7,0,0,16,1,43254,0
0,0,0,1,7,6760,0,1,1,76,0
0,0,1,0,6,0,0,4,1,43254,0
0,0,1,0,7,0,0,1,0,7,0
0,0,0,1,2,0,0,3,1,43254,0
0,1,1,1,7,0,0,27,1,12,0
0,0,0,1,3,0,0,1,1,43254,0
0,0,1,1,7,0,0,7,1,813,0
0,0,0,1,6,0,0,3,1,43254,0
0,0,0,1,7,7500,0,8,1,14,0
0,0,0,1,6,0,0,4,1,251,0
0,0,1,0,7,0,0,7,1,97,0
0,0,0,1,7,0,0,4,1,72,0
0,0,0,1,7,18000,0,4,1,41,0
0,1,0,0,7,5000,0,6,1,13,0
0,0,1,1,7,0,0,4,1,43254,0
0,0,1,0,7,0,0,3,1,98,0
0,1,1,0,7,0,0,2,0,43254,0
0,0,1,0,7,6000,0,13,1,0,0
0,0,0,1,4,0,0,1,1,930,0
0,0,0,1,7,0,0,1,1,43254,0
0,0,0,1,2,10000,0,1,1,1276,0
0,0,0,1,7,0,0,11,1,21,0
0,0,0,1,7,5022,0,45,1,13,0
0,0,1,0,7,23000,0,19,1,23,0
0,0,1,0,7,0,0,17,1,50,0
0,0,0,1,4,0,0,2,1,43254,0
0,0,1,1,7,15500,0,56,1,56,0
0,0,1,0,1,9000,0,2,1,43254,0
0,0,1,1,7,0,0,4,1,72,0
0,0,1,1,7,0,0,15,1,2,0
0,1,1,0,7,12555,0,3,1,1223,0
0,1,0,1,5,0,0,1,1,43254,0
0,0,1,0,3,0,0,1,0,43254,0
0,0,1,0,7,0,0,7,1,23,0
0,0,0,1,7,9000,0,3,1,14,0
0,0,0,1,7,0,0,2,1,540,0
1,0,1,0,7,0,0,7,1,43254,0
0,0,0,1,2,0,0,1,1,267,0
0,0,0,1,7,0,0,4,1,35,0
0,0,1,1,4,11500,0,6,1,1965,1
0,0,0,1,7,17000,0,32,1,42,0
0,0,1,0,7,5208,0,1,1,41,0
0,0,1,0,7,11000,0,1,1,1078,0
0,0,1,1,7,10000,0,13,1,43254,0
0,0,1,0,7,10000,0,1,0,43254,0
0,0,1,1,7,0,0,14,1,33,0
0,1,0,1,7,8500,0,2,1,57,0
0,0,1,0,7,15500,0,2,1,7,0
0,0,1,1,7,5394,0,83,1,9,0
0,0,1,0,7,55800,0,4,1,63,0
0,0,0,1,7,15000,0,8,1,57,0
0,0,1,0,7,0,0,2,1,68,0
0,0,1,0,7,0,0,7,1,505,0
0,0,1,0,7,0,0,3,1,43254,0
0,0,1,0,7,0,0,4,1,43254,0
0,0,0,1,7,0,0,14,1,22,0
0,0,0,1,7,0,0,5,1,43254,0
0,1,0,1,7,8556,0,11,1,43254,0
0,0,0,1,7,0,0,6,1,301,0
0,0,1,0,7,0,0,3,1,43254,0
0,0,1,1,3,5208,0,6,1,2,0
0,0,1,1,7,9500,0,3,1,579,0
0,0,0,1,7,0,0,4,1,43254,0
0,0,0,1,7,0,0,0,1,43254,0
0,0,1,0,7,20000,0,1,1,105,0
0,0,0,1,7,6324,0,2,1,43254,0
0,0,1,0,7,10000,0,4,1,1,0
0,0,0,1,7,0,0,32,1,58,0
0,1,1,1,7,6510,0,4,1,43254,0
0,0,0,1,7,0,0,8,1,42,0
0,0,1,1,7,0,0,6,1,516,0
0,1,0,0,7,55800,0,2,1,43254,0
0,0,1,1,7,0,0,2,1,43254,0
0,0,1,0,7,7440,0,3,1,21,0
0,0,0,1,1,9000,0,1,1,504,0
0,0,1,0,7,0,0,7,1,1520,0
0,0,0,1,7,6200,0,4,1,43254,1
0,0,0,1,7,5500,0,1,1,362,0
0,0,1,0,7,0,0,3,1,1164,0
0,0,1,1,7,0,0,2,1,664,0
0,0,0,1,7,5400,0,4,1,181,0
1,0,1,1,7,18600,0,9,1,43254,0
0,0,0,1,7,0,0,5,1,79,0
0,0,0,1,7,7500,0,6,1,26,0
0,0,0,1,7,12000,0,4,1,43254,0
0,0,0,1,3,0,0,2,0,43254,0
0,0,0,1,1,5394,0,0,1,43254,0
0,0,0,1,3,7200,0,1,0,43254,0
0,0,1,0,7,14000,0,33,1,2,0
0,0,1,1,7,9000,0,2,1,35,0
0,0,1,1,7,0,0,34,1,0,0
0,0,1,0,7,0,0,2,1,43254,0
1,0,1,0,7,0,0,2,1,65,0
0,0,0,1,7,0,0,1,1,43254,0
0,0,1,0,6,0,0,2,0,82,0
0,0,0,1,3,0,1,3,0,43254,0
0,0,0,1,7,0,0,2,1,43254,0
0,0,0,1,7,0,0,15,1,1762,0
0,0,1,0,7,0,0,7,1,9,0
0,0,0,1,7,0,0,3,1,43254,0
